Table,IsTableRepeat,IsItemRepeat,Id,Name,Desc
0,False,False,0,""" ""","""０１２３４５６７８９1011121314151617181920212223242526"""
0,False,False,1,"""搜查手冊""","""印有警察徽章的黑色皮革手冊，用於證明警察的身份。\n可以查詢搜查現況記錄，以及各種其他情報。"""
0,False,False,2,"""料理手冊""","""記錄料理食譜的手冊。\n只要有食材的話，隨時都可以製作料理。"""
0,False,False,3,"""釣魚手冊""","""記錄釣魚情報的手冊。"""
0,False,False,4,"""戰鬥手冊""","""記錄所遇敵人情報的手冊。"""
0,False,False,5,"""自治州地圖""","""克洛斯貝爾自治州的地圖。\n可以用來確認現在所處的位置。"""
0,False,False,6,"""克洛斯貝爾市地圖""","""網羅了克洛斯貝爾市的全體區域，為觀光客製作的地圖。\n是在市內散步時值得信賴的好幫手。"""
0,False,False,9,"""練習用武器""","""雖然攻擊力無法期待，但有總比沒有好。"""
0,False,True,0,,
0,False,True,0,,
0,False,False,10,"""戰術書・擊""","""記載著強力組合技的謎之古代文書。\n羅伊德和瓦奇可習得『襲空天堂』。"""
0,False,False,11,"""戰術書・十""","""記載著強力組合技的謎之古代文書。\n艾莉和諾艾兒可習得『南十字星』。"""
0,False,False,12,"""戰術書・蒼""","""記載著強力組合技的謎之古代文書。\n諾艾兒和瓦奇可習得『蒼藍衝破』。"""
0,False,False,13,"""戰術書・襲""","""記載著強力組合技的謎之古代文書。\n蘭迪和諾艾兒可習得『殺陣轟鳴』。"""
0,False,False,14,"""戰術書・虛""","""記載著強力組合技的謎之古代文書。\n艾莉和瓦奇可習得『虛空之星』。"""
0,False,False,15,"""戰術書・爆""","""記載著強力組合技的謎之古代文書。\n緹歐和諾艾兒可習得『爆炸重炮』。"""
0,False,False,16,"""戰術書・裏""","""記載著強力組合技的謎之古代文書。\n蘭迪和瓦奇可習得『最終反擊』。"""
0,False,False,17,"""戰術書・昇""","""記載著強力組合技的謎之古代文書。\n緹歐和瓦奇可習得『Σ昇華』。"""
0,False,False,20,"""初級竿""","""簡單易用的通用型釣竿，針對新手做了調整。\n有了它就可以在淡水區盡情享受釣魚的樂趣。"""
0,False,True,0,,
0,False,True,0,,
0,False,False,21,"""小巧射手""","""連輕微的咬餌也能確實感受到的輕型釣具。\n最適合用來釣取小型～中型的獵物。"""
0,False,False,22,"""竹竿""","""在釣竿尖端直接捆綁釣線的簡潔型釣具。\n性能非常可靠，即使是大型魚類也可以釣到。"""
0,False,False,23,"""鋼竿侵略者""","""搭配鮮活魚餌，獵捕大型魚類的專用釣竿。\n無論面對多麼巨大的魚，也不會在力量上輸給對手。"""
0,False,False,24,"""水中支配者""","""據說是傳說中的釣師留下的奇跡釣具。\n可以搭配任何釣餌使用。"""
0,False,False,30,"""珊瑚戒指＋""","""【STR+15 「封技」無效化】\n　用珍奇的深海珊瑚雕刻的戒指。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,31,"""大理石戒指＋""","""【ATS+15 「封魔」無效化】\n　華美豔麗的大理石戒指。"""
0,False,False,32,"""夜光眼鏡＋""","""【命中率+50％ 「黑暗」無效化】\n　綻放著柔和光輝的半月形眼鏡。"""
0,False,False,33,"""涼爽項鍊＋""","""【ADF+30 「炎傷」無效化】\n　鑲嵌著水之耀晶片的清涼首飾。"""
0,False,False,34,"""打火機＋""","""【SPD+10 「凍結」無效化】\n　登山者必不可少的隨身物，可以抵禦寒冷。"""
0,False,False,35,"""幻彩圍巾＋""","""【回避率+15％ 「石化」無效化】\n　用閃耀著七色光芒的神奇毛線編織的圍巾。"""
