Table,IsTableRepeat,IsItemRepeat,Id,Name,Desc
0,False,False,1000,"""強襲警棍""","""【STR+5 DEF+3】\n　克洛斯貝爾警察用來拘捕犯罪者的旋棍型警棍。"""
0,False,False,1001,"""強力破壞者""","""【STR+10 DEF+4】\n　克洛斯貝爾警察使用的旋棍型電擊警棍。"""
0,False,False,1002,"""猛力擊打棍""","""【STR+26 DEF+5】\n　對破壞性做了強化，重量級的鋼鐵製旋棍。"""
0,False,False,1003,"""戰鬥擊打棍""","""【STR+40 DEF+6 SPD+2】\n　注重揮動時的便捷性，設計樣式精簡的旋棍。"""
0,False,False,1004,"""四不像""","""【STR+46 DEF+8】\n　用兇猛動物的角削製而成的旋棍。"""
0,False,False,1005,"""黑點虎""","""【STR+62 DEF+10 附加「黑暗」+10％】\n　用東方工藝打造的暗器。可以利用鑲嵌的漆黑釘針突刺敵人要害。"""
0,False,False,1006,"""漆黑螺旋""","""【STR+75 DEF+12】\n　打擊部分增加了扭轉設計，強化了貫穿力的旋棍。"""
0,False,False,1007,"""邪惡彎棍""","""【STR+95 DEF+16 「石化」附加+10％】\n　形狀扭曲的旋棍，簡直就像是蘊藏著怨念一般。"""
0,False,False,1008,"""俘虜棍""","""【STR+116 DEF+18】\n　針對兇惡的犯罪者所開發，形狀銳利的旋棍型警棍。"""
0,False,False,1009,"""劍刃破壞者""","""【STR+130 DEF+40】\n　可以將犯罪者的兇器擊碎的旋棍。"""
0,False,False,1010,"""致命者""","""【STR+150 DEF+25】\n　威力強大又方便使用，兩相兼顧的高性能旋棍。"""
0,False,False,1011,"""防禦者""","""【STR+165 DEF+28】\n　古代武術家為了磨練自己的精神力而使用的旋棍。"""
0,False,False,1012,"""全能者""","""【STR+180 DEF+30 命中率+10％ 迴避率+10％】\n　使用謎之礦石精煉而成，可以應對任何戰況的旋棍。"""
0,False,False,1020,"""英雄之女""","""【STR+4 RNG+4 命中率+5％】\n　帝國萊恩福爾特公司研發的導力槍，有著雅致的裝飾。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1021,"""紅色櫻草""","""【STR+9 RNG+4 命中率+5％】\n　雕刻著花朵裝飾的導力槍，共和國烏爾努公司的製品。"""
0,False,False,1022,"""刺針Ⅲ""","""【STR+24 RNG+4 命中率+5％】\n　帝國萊恩福爾特公司大受歡迎的導力槍系列第３代產品。"""
0,False,False,1023,"""緋紅之槍""","""【STR+34 RNG+5 命中率+20％】\n　加置了雷射瞄準器，可以進行精準射擊的改造導力槍。"""
0,False,False,1024,"""鏽鐵之釘""","""【STR+44 RNG+4 命中率+5％】\n　以流線型的設計為特徵，共和國烏爾努公司製造的導力槍。"""
0,False,False,1025,"""怨惡・唯美""","""【STR+60 RNG+4 命中率+5％ 「中毒」附加+10％】\n　改造導力槍，擊中目標後，裝填著劇毒的火藥會炸開來。"""
0,False,False,1026,"""黑色之雨""","""【STR+72 RNG+4 命中率+5％】\n　ＺＣＦ製造的新型導力槍，厚重的銀黑色槍管是其特徵。"""
0,False,False,1027,"""紅磨坊""","""【STR+135 RNG+3 命中率+30％】\n　火力和精準度同時獲得強化，堪稱改造導力槍中的傑作。"""
0,False,False,1028,"""攝魂之吻""","""【STR+92 RNG+4 命中率+5％ 「睡眠」附加+10％】\n　可以將目標催眠，靜音性能優秀的改造導力槍。"""
0,False,False,1029,"""祈福少女""","""【STR+112 RNG+4 命中率+5％】\n　帝國萊恩福爾特公司研發的低後座力型導力槍。"""
0,False,False,1030,"""血腥救世主""","""【STR+145 RNG+4 命中率+5％】\n　共和國烏爾努公司針對軍官研發的最新型導力槍。"""
0,False,False,1031,"""迷失戰鈴""","""【STR+160 RNG+4 命中率+10％】\n　製造商不明的導力槍，老舊卻有壓倒性的火力。"""
0,False,False,1032,"""青之鳥""","""【STR+175 RNG+5 命中率+100％】\n　使用謎之礦石精煉而成的導力槍，可以射出銳利的藍色光彈。"""
0,False,False,1040,"""研究者""","""【STR+5 RNG+2】\n　試作型的魔導杖，刻意抑制了輸出能量。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1041,"""抒情眷屬""","""【STR+10 RNG+2】\n　威力雖然普通，但穩定性值得期待的魔導杖。"""
0,False,False,1042,"""調和演算""","""【STR+20 RNG+2】\n　專為對付魔獸所設計出的野戰用魔導杖。"""
0,False,False,1043,"""幾何方程""","""【STR+28 ATS+10 RNG+2】\n　可以感應到使用者的精神，並提昇威力的強化型魔導杖。"""
0,False,False,1044,"""齊誦者""","""【STR+35 RNG+2】\n　擁有多個導力魔法的射出口，機動力很強的魔導杖。"""
0,False,False,1045,"""惡魔咒文""","""【STR+45 RNG+2 命中率+10％】\n　為施放出正確的導力魔法，加裝了輔助零件的魔導杖。"""
0,False,False,1046,"""迴旋加速器""","""【STR+70 RNG+2】\n　可以將螺旋運動的能源轉化為導力，並產生增幅的魔導杖。"""
0,False,False,1047,"""白羊座之杖""","""【STR+95 RNG+2 「凍結」附加+10％】\n　強化型魔導杖，鑲嵌了附帶吸熱作用的結晶迴路。"""
0,False,False,1048,"""觀星者""","""【STR+120 RNG+2】\n　將積蓄的導力集中到一點噴出，可以實現高輸出的魔導杖。"""
0,False,False,1049,"""坍縮量子""","""【STR+150 RNG+2 「無法戰鬥」+10％】\n　漆黑的魔導杖，鑲嵌著可以驅動即死魔法的結晶迴路。"""
0,False,False,1050,"""教授""","""【STR+200 RNG+2】\n　匯聚了愛普斯泰恩財團技術力之精華，精造而成高機動型魔導杖。"""
0,False,False,1051,"""聖徒""","""【STR+225 RNG+2】\n　蘊藏著巨大導力的魔導杖，但使用者必須具備很強的精神力。"""
0,False,False,1052,"""黑貓""","""【STR+250 ATS+20 RNG+2 「無法戰鬥」+20％】\n　使用謎之礦石精煉而成的魔導杖，可以直接攻擊目標的靈魂。"""
0,False,False,1060,"""高度壓力""","""【STR+6 RNG+1】\n　警備隊演習時所使用的標準型特殊斧槍。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1061,"""純重震撼""","""【STR+11 RNG+1】\n　為對付魔獸而進行了調整，重視破壞力的特殊斧槍。"""
0,False,False,1062,"""新月之斧""","""【STR+27 RNG+1】\n　擁有蛾眉月型的尖端，使用感覺較為獨特的特殊斧槍。"""
0,False,False,1063,"""重型斧""","""【STR+52 RNG+1 命中率-20％】\n　黏合了多重金屬板，重量級的改造斧槍。"""
0,False,False,1064,"""暴動破壞者""","""【STR+48 RNG+1】\n　為了應付團體戰而設計的特殊斧槍，寬闊的尖端是其特徵。"""
0,False,False,1065,"""游擊者""","""【STR+68 RNG+1 命中率+10％】\n　更換成更輕巧的材料，操作性獲得提昇的改造斧槍。"""
0,False,False,1066,"""憤怒斬切者""","""【STR+78 RNG+1】\n　以斬斷金屬為目的，用特殊合金製造而成的斧槍。"""
0,False,False,1067,"""怪物粉碎者""","""【STR+140 RNG+1 「昏厥」附加+10％】\n　對衝擊性能進行了特殊強化，外觀與戰槌近似的改造斧槍。"""
0,False,False,1068,"""熱源驅動者""","""【STR+98 RNG+1 「炎傷」附加+10％】\n　改造型斧槍，增設了可以產生高熱能量的推進裝置。"""
0,False,False,1069,"""大腦破壞者""","""【STR+120 RNG+1】\n　即使隔著防具也能對目標造成巨大衝擊的強力特殊斧槍。"""
0,False,False,1070,"""破壞神""","""【STR+160 RNG+1】\n　警備隊的隊長級人物所使用的巨大特殊斧槍。"""
0,False,False,1071,"""結集部族""","""【STR+170 RNG+1】\n　可以產生超高速震動的特殊斧槍，衝擊力可以使大地顫動。"""
0,False,False,1072,"""赤紅巨劍""","""【STR+185 RNG+1 「炎傷」附加+20％】\n　使用謎之礦石精煉而成的斧槍，所產生的高溫會製造出海市蜃樓。"""
0,False,False,1080,"""金屬拳套""","""【STR+8 命中率-10％ 暴擊率+20％】\n　在指部填充鉛塊，可以稱為兇器的拳套。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1081,"""音速之拳""","""【STR+70 命中率-10％ 暴擊率+20％】\n　輕便又結實的護手，可以擊出快如疾風的重拳。"""
0,False,False,1085,"""八咫烏""","""【STR+165 RNG+1】\n　流傳在黑暗世界的漆黑大劍，可以和多種暗器組合使用。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1090,"""遊擊士棍""","""【STR+150 RNG+1】\n　遊擊士協會配發的棍術用具，若實力超群，也能成為強力的武器。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1091,"""星光少女""","""【STR+165 RNG+1】\n　綻放著淡雅光輝的棍術用具，即使是巨岩也能打碎。"""
0,False,False,1095,"""雙劍客""","""【STR+155】\n　劍身清透，一塵不染的雙劍，能適用於各種戰術。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1096,"""水破・冰破""","""【STR+170】\n　東方鍛造的雙刀，輕盈到甚至感覺不到它的存在。"""
0,False,False,1100,"""敏捷之星""","""【STR+55 RNG+4】\n　烏爾努公司製造的機槍，附有警備隊的刻印。"""
0,False,True,0,,
0,False,True,0,,
1,False,True,0,,
1,False,False,1101,"""急速之火""","""【STR+124 RNG+4】\n　萊恩福爾特公司製造的新型機槍，擁有優秀的集彈性。"""
1,False,False,1105,"""灰色獵犬""","""【STR+130 RNG+5】\n　烏爾努公司製造的４５口徑大型導力槍，後座力雖大但強力無比。"""
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,False,1109,"""鋼鐵指虎""","""【STR+30 命中率-20％ 暴擊率+30％】\n　套在手指上的連環鐵圈，能提高拳頭威力的兇器。"""
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
2,False,False,1500,"""皮背心""","""【DEF+4】\n　使用觸感良好的軟皮革製成的背心。"""
2,False,False,1501,"""牛仔夾克""","""【DEF+10 男性專用裝備】\n　以較厚的材料製成，能拿來當休閒服的強韌外套。"""
2,False,False,1502,"""陽光襯衫""","""【DEF+8 ADF+6 女性專用裝備】\n　腰身寬鬆，便於活動的清涼上衣。"""
2,False,False,1503,"""皮夾克""","""【DEF+16】\n　使用粗厚皮革縫製而成的強韌外套。"""
2,False,False,1504,"""符文十字衣""","""【DEF+20 ADF+20】\n　七耀教會的法衣，衣身上印著聖典的一段內容。"""
2,False,False,1505,"""纖維大衣""","""【DEF+28 ADF+14】\n　使用特殊纖維編織而成，可以抵禦利刃的軍用大衣。"""
2,False,False,1506,"""戰士套裝""","""【DEF+32 STR+2 ADF+16】\n　獵兵團愛用的野戰型戰鬥服。"""
